sample_id,arm,language,repo_name,repo_url,pr_identifier,path,line_count,source_license,attribution_strength,content_sha256
agent_attributed_0037,agent_attributed,python,ag2ai/ag2,https://api.github.com/repos/ag2ai/ag2,693,autogen/agentchat/contrib/rag/document_utils.py,121,unknown,dataset_labeled,a7ba9a8d6982164725e9d57a8aa5bc7459623cb9e7f9268ceb02761458977cd3
agent_attributed_0038,agent_attributed,python,port-labs/ocean,https://api.github.com/repos/port-labs/ocean,1289,integrations/slack/main.py,238,unknown,dataset_labeled,7e7d1ccf5de0526c97efef23ddc310ed72ab8d0b00290e313fec02f85b4eb463
agent_attributed_0039,agent_attributed,python,crewAIInc/crewAI,https://api.github.com/repos/crewAIInc/crewAI,2512,src/crewai/utilities/agent_utils.py,431,unknown,dataset_labeled,d826df51c0f785ad2e58f531d9b73fb9d5592fc2ff53c805462d778cc35850fe
agent_attributed_0040,agent_attributed,python,AgentOps-AI/agentops,https://api.github.com/repos/AgentOps-AI/agentops,1080,agentops/instrumentation/agentic/agno/attributes/agent.py,290,unknown,dataset_labeled,ef5e23ace275afb1884e2c552208a7b03a8cec6195cd56de91ea35d4ffc0bbe1
agent_attributed_0041,agent_attributed,python,disler/single-file-agents,https://api.github.com/repos/disler/single-file-agents,4,sfa_jq_anthropic_v1.py,182,unknown,dataset_labeled,3cb3fc7b3f81c899cade49893c6c3144b0fbab4fe182612c3a6607349a6953c8
agent_attributed_0042,agent_attributed,python,NewFuture/DDNS,https://api.github.com/repos/NewFuture/DDNS,499,tests/test_config_ssl.py,142,unknown,dataset_labeled,0c0a0b6433ef1ad77c4e9c572f493145f43e892213c73258ea01cd6fa9458fcd
agent_attributed_0043,agent_attributed,python,NewFuture/DDNS,https://api.github.com/repos/NewFuture/DDNS,499,tests/test_config_ssl.py,125,unknown,dataset_labeled,72939d1e6d1ea0f9e7fd2c755f9a0af442f104be0c7f18c5116c417d5ce38c00
agent_attributed_0044,agent_attributed,python,marin-community/marin,https://api.github.com/repos/marin-community/marin,1392,marin/run/ray_run.py,109,unknown,dataset_labeled,2b0872d42c32b1dde5bde25588964811bba14d03df084e534540b8ff20d49954
agent_attributed_0045,agent_attributed,python,cartography-cncf/cartography,https://api.github.com/repos/cartography-cncf/cartography,1623,cartography/intel/trivy/__init__.py,161,unknown,dataset_labeled,1f2ba7f4a582242b1b49b7c122e7478de5da3cc36ba35324742e447c4227c70b
agent_attributed_0046,agent_attributed,python,crewAIInc/crewAI,https://api.github.com/repos/crewAIInc/crewAI,2815,tests/cli/test_plus_api.py,170,unknown,dataset_labeled,5a78ae6f2fdbf44d27be0b2e716ff0895b2c3bb3b3c3bd91a80002c8d54b0941
agent_attributed_0047,agent_attributed,python,digitaldemocracy2030/kouchou-ai,https://api.github.com/repos/digitaldemocracy2030/kouchou-ai,487,server/tests/services/test_report_status.py,157,unknown,dataset_labeled,d29beef9b266537dc804bb67c76d38e1cf0fb0ed7d0b8e12f4e84ceda6d00811
agent_attributed_0048,agent_attributed,python,Significant-Gravitas/AutoGPT,https://api.github.com/repos/Significant-Gravitas/AutoGPT,10226,autogpt_platform/backend/backend/executor/manager.py,778,unknown,dataset_labeled,69d34f7b22433e0f9863701c1e594713cba72fa6d7d0f3de445ca06c04cbf1b9
agent_attributed_0049,agent_attributed,python,crewAIInc/crewAI,https://api.github.com/repos/crewAIInc/crewAI,2797,src/crewai/a2a/server.py,368,unknown,dataset_labeled,a714b9e19efca0520e300541cf2fd305d844d5ab1dd98edc699dab56e331680a
agent_attributed_0050,agent_attributed,python,crewAIInc/crewAI,https://api.github.com/repos/crewAIInc/crewAI,2797,src/crewai/a2a/server.py,243,unknown,dataset_labeled,fa48f57817feb0ce0c72229d6c2794ff441f57d866e29c3684079626236c1119
agent_attributed_0051,agent_attributed,python,ag2ai/ag2,https://api.github.com/repos/ag2ai/ag2,693,autogen/oai/completion.py,122,unknown,dataset_labeled,78cb8ed431ae4169f1f94484d44a04e3c23503a50fb2ba1fecebc1a40b1ce120
agent_attributed_0052,agent_attributed,python,test-zeus-ai/testzeus-hercules,https://api.github.com/repos/test-zeus-ai/testzeus-hercules,62,testzeus_hercules_tools/tools/dropdown.py,122,unknown,dataset_labeled,ddb1e996498f42050a8db95453f0725f6b18ca2deda897fd913a9ec0b85a2c2b
agent_attributed_0053,agent_attributed,python,crewAIInc/crewAI,https://api.github.com/repos/crewAIInc/crewAI,1940,src/crewai/memory/storage/kickoff_task_outputs_storage.py,153,unknown,dataset_labeled,fdcccce4fdd0cb298a48fe013fb1a3bd10c12c8c8be5ade3b69c832f546cea92
agent_attributed_0054,agent_attributed,python,567-labs/instructor,https://api.github.com/repos/567-labs/instructor,1669,instructor/process_response.py,165,unknown,dataset_labeled,dbb890e10cad3ee0b13298275022f96c9f44e76f3e61f26204259e882e74c887
agent_attributed_0055,agent_attributed,python,microsoft/magentic-ui,https://api.github.com/repos/microsoft/magentic-ui,55,experiments/eval/prepare_for_submission.py,128,unknown,dataset_labeled,5f9fd06090d22d36c68d1fa3676e9824d4aad4469d63a945e68daac81e8a45c1
agent_attributed_0056,agent_attributed,python,getsentry/sentry,https://api.github.com/repos/getsentry/sentry,94572,src/sentry/incidents/subscription_processor.py,168,unknown,dataset_labeled,9599fc49bdb07ea7f4171e58734f9c7c66dfddfdfc893b6fa9b687d9e2ceb6a8
agent_attributed_0057,agent_attributed,python,Significant-Gravitas/AutoGPT,https://api.github.com/repos/Significant-Gravitas/AutoGPT,10225,autogpt_platform/backend/backend/executor/manager.py,714,unknown,dataset_labeled,3b528acc63fd26b50d2e73b913495cb9217e981981936b6bc95705164e4e8dcd
agent_attributed_0058,agent_attributed,python,microsoft/autogen,https://api.github.com/repos/microsoft/autogen,6690,python/packages/autogen-agentchat/src/autogen_agentchat/teams/_group_chat/_graph/_digraph_group_chat.py,335,unknown,dataset_labeled,6914c4a43f568a720bf0a636388e08107823df1767dcc4d5ee22cd62b42fa120
agent_attributed_0059,agent_attributed,python,crewAIInc/crewAI,https://api.github.com/repos/crewAIInc/crewAI,2992,test_fixes.py,113,unknown,dataset_labeled,0ad74eb37cbb855135d18f1a0ece9d76f65deb4138edaf89bec2bc7d62f8dc8c
agent_attributed_0060,agent_attributed,python,sobester/ADRpy,https://api.github.com/repos/sobester/ADRpy,44,ADRpy/analisis/Modulos/data_processing.py,228,unknown,dataset_labeled,152b877c154232aa8d9ad687d3b72265e10619548c1fc1302ef5542c5ebd1a71
agent_attributed_0061,agent_attributed,python,sobester/ADRpy,https://api.github.com/repos/sobester/ADRpy,44,ADRpy/analisis/Modulos/data_processing.py,235,unknown,dataset_labeled,40dbc460d11af083061321964789579f9951d918df8bec672684e35d5f17461e
agent_attributed_0062,agent_attributed,python,cartography-cncf/cartography,https://api.github.com/repos/cartography-cncf/cartography,1664,cartography/intel/kubernetes/pods.py,165,unknown,dataset_labeled,aeaa11efc8394133ebcc4f644ddce4c479a2367d0654ddc10685273757f9a261
agent_attributed_0063,agent_attributed,python,crewAIInc/crewAI,https://api.github.com/repos/crewAIInc/crewAI,2064,tests/agent_test.py,323,unknown,dataset_labeled,ba547d98865253e075a45d5374ab9bc014775f9114885f1118464811a16c656e
agent_attributed_0064,agent_attributed,python,crewAIInc/crewAI,https://api.github.com/repos/crewAIInc/crewAI,2859,src/crewai/memory/memory.py,132,unknown,dataset_labeled,d30e90e20b30ec558c9d83919a337e2a0a6b8a9866e16783aa77cbe8cfbd957d
agent_attributed_0065,agent_attributed,python,stair-lab/kg-gen,https://api.github.com/repos/stair-lab/kg-gen,41,src/kg_gen/kg_gen_langchain.py,135,unknown,dataset_labeled,d1a9a9138fba92ec0006cfb5e13340fd755ea35d1c5dfb4c9be076a05909a137
agent_attributed_0066,agent_attributed,python,MontrealAI/AGI-Alpha-Agent-v0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,2284,tests/test_alpha_agi_business_3_v1.py,113,unknown,dataset_labeled,5b2a729af6019b34fe8ad69425479995051273eb6bf26f3948d657267bd5718e
agent_attributed_0067,agent_attributed,python,featureform/enrichmcp,https://api.github.com/repos/featureform/enrichmcp,46,tests/test_sqlalchemy_integration.py,542,unknown,dataset_labeled,4feaeacdef592d6854f7b8cb71f59ffb04303bae5f4477d6ef8ce5b35cbbc94b
agent_attributed_0068,agent_attributed,python,MontrealAI/AGI-Alpha-Agent-v0,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,1780,tests/test_openai_bridge_runtime.py,177,unknown,dataset_labeled,deabec608cf1f97db6d3e801588da7c2782e93ed5c8cd72583d3353c944b0d5c
agent_attributed_0069,agent_attributed,python,mlflow/mlflow,https://api.github.com/repos/mlflow/mlflow,16093,mlflow/entities/model_registry/prompt_version.py,166,unknown,dataset_labeled,e516d535de84469ac342104dafef4582755bfd3cccadc8ac771ca384a214bd72
agent_attributed_0070,agent_attributed,python,mlflow/mlflow,https://api.github.com/repos/mlflow/mlflow,16093,mlflow/entities/model_registry/prompt_version.py,225,unknown,dataset_labeled,78024d8b5477a81c966b475fe7225e8c7bd9e6e7ba8050ca29eb31afb12c3ae8
agent_attributed_0071,agent_attributed,python,AgentOps-AI/agentops,https://api.github.com/repos/AgentOps-AI/agentops,1134,tests/unit/logging/test_config.py,306,unknown,dataset_labeled,3d3f69c4340a471cb765ddcaf230516089dc41c429ff3b179a56e82c665b610c
agent_attributed_0072,agent_attributed,python,zenml-io/zenml-projects,https://api.github.com/repos/zenml-io/zenml-projects,207,oncoclear/steps/deployment.py,223,unknown,dataset_labeled,8c05b0206d0ca0b34c11b9f605e818aaaa3a2afb48b13920e2afb8de64625872
agent_attributed_0073,agent_attributed,python,567-labs/instructor,https://api.github.com/repos/567-labs/instructor,1645,instructor/auto_client.py,131,unknown,dataset_labeled,edd6b45e27a684821d27dbf25bfdd80ea1ba0be8e7417bdda442da16df9a18f2
agent_attributed_0074,agent_attributed,python,getsentry/sentry,https://api.github.com/repos/getsentry/sentry,95035,tests/sentry/grouping/test_enhancer_dart_flutter.py,242,unknown,dataset_labeled,69c3550944672d56d6bf8bfd38ffca51f41ba5631d01db029fe624b22885e65b
agent_attributed_0075,agent_attributed,python,Significant-Gravitas/AutoGPT,https://api.github.com/repos/Significant-Gravitas/AutoGPT,10226,autogpt_platform/backend/backend/blocks/github/issues.py,259,unknown,dataset_labeled,964d9ba37c61561310ff6ec12f4dd68d680bbbf1481eae5f7bc832ebd2ac9d33
agent_attributed_0076,agent_attributed,python,Significant-Gravitas/AutoGPT,https://api.github.com/repos/Significant-Gravitas/AutoGPT,10226,autogpt_platform/backend/backend/blocks/test/test_http.py,485,unknown,dataset_labeled,cac0bfb33f7941b3408c9c066fe727bb3544c82bd5f65688e60bf305882d862d
agent_attributed_0077,agent_attributed,python,crewAIInc/crewAI,https://api.github.com/repos/crewAIInc/crewAI,2256,tests/knowledge/test_google_embedder.py,111,unknown,dataset_labeled,6acd3d44bc21c91a696baa52893370d7de03812a7791d87fc945cc1025f5684c
agent_attributed_0078,agent_attributed,python,digitaldemocracy2030/kouchou-ai,https://api.github.com/repos/digitaldemocracy2030/kouchou-ai,549,server/tests/services/test_llm_pricing.py,138,unknown,dataset_labeled,3fa3294c85a299aa8cd56629538a49e9275292245b7d6801feeb0fbc83b1d000
agent_attributed_0079,agent_attributed,python,microsoft/fabric-cicd,https://api.github.com/repos/microsoft/fabric-cicd,347,tests/test_fabric_workspace.py,273,unknown,dataset_labeled,86b1d266c930b3e3a81d2a654c4bcc7c742941888345ae089d8da3c774162bae
agent_attributed_0080,agent_attributed,python,graphistry/pygraphistry,https://api.github.com/repos/graphistry/pygraphistry,715,graphistry/tests/compute/test_call_schema_validation.py,127,unknown,dataset_labeled,0ab16dd0be5a3d5357f56e151411d16448bdf6052ced05fa6202ef4083387fd7
agent_attributed_0081,agent_attributed,python,Significant-Gravitas/AutoGPT,https://api.github.com/repos/Significant-Gravitas/AutoGPT,10001,autogpt_platform/backend/backend/data/execution.py,164,unknown,dataset_labeled,791ef571294d4f2d2f3c256b067c5c20135fa0e71ff56cf133489ad9cf310e04
agent_attributed_0082,agent_attributed,python,browser-use/browser-use,https://api.github.com/repos/browser-use/browser-use,2343,browser_use/controller/service.py,372,unknown,dataset_labeled,05794e7ed671c8df43d2c9a110ec556c395096a8942a1065d7630f822d71f340
agent_attributed_0083,agent_attributed,python,NewFuture/DDNS,https://api.github.com/repos/NewFuture/DDNS,537,ddns/util/http.py,110,unknown,dataset_labeled,c3d7d024f48dd0e8f712e3acef38dcd6cee54cdc3ef4706a407bc9eaabb8b08f
agent_attributed_0084,agent_attributed,python,NewFuture/DDNS,https://api.github.com/repos/NewFuture/DDNS,537,ddns/util/http.py,106,unknown,dataset_labeled,65226c80af15f9e184f2be56a39c1faf5693763c04f90e185a1475312b0c69d9
agent_attributed_0085,agent_attributed,python,NewFuture/DDNS,https://api.github.com/repos/NewFuture/DDNS,537,ddns/util/http.py,159,unknown,dataset_labeled,61be439fd908f77f967d3642c2ad34e1e5668ceef86ee9fd68918e1e749b3ccd
agent_attributed_0086,agent_attributed,python,mlflow/mlflow,https://api.github.com/repos/mlflow/mlflow,15973,mlflow/genai/optimize/base.py,164,unknown,dataset_labeled,ea47b5f42e35ce2820385eeccbebdd92269d56d1646554fe00f91f9eeb3bd069
agent_attributed_0087,agent_attributed,python,typedef-ai/fenic,https://api.github.com/repos/typedef-ai/fenic,81,src/fenic/_inference/model_client.py,126,unknown,dataset_labeled,06d36bb4c406bea54ded7dfa3cc0da8d6d18e0ce04bb8c2a0f43dd1a8cba5af9
agent_attributed_0088,agent_attributed,python,ag2ai/ag2,https://api.github.com/repos/ag2ai/ag2,693,autogen/agentchat/contrib/comms/comms_platform_agent.py,199,unknown,dataset_labeled,234f8555e1d24784df609764c9b1574b2f675e805dca3cd1f865d1c71c620cd4
agent_attributed_0089,agent_attributed,python,ag2ai/ag2,https://api.github.com/repos/ag2ai/ag2,693,autogen/agentchat/contrib/comms/comms_platform_agent.py,136,unknown,dataset_labeled,1b8406e123d325a5d0100202865411684913f5a45a94be72d59dab3546b7fece
agent_attributed_0090,agent_attributed,python,ag2ai/ag2,https://api.github.com/repos/ag2ai/ag2,693,autogen/agentchat/contrib/comms/comms_platform_agent.py,211,unknown,dataset_labeled,c57b06f9aee48393258edce11795bfa87f048b2a73f698f2ef9dd4fe0401b4b9
agent_attributed_0091,agent_attributed,python,ag2ai/ag2,https://api.github.com/repos/ag2ai/ag2,693,autogen/agentchat/contrib/comms/comms_platform_agent.py,174,unknown,dataset_labeled,3391832579a7cfa72f379912e230dd0484f540957182e9f7debf3dd61c626c7b
agent_attributed_0092,agent_attributed,python,ag2ai/ag2,https://api.github.com/repos/ag2ai/ag2,693,autogen/agentchat/contrib/comms/comms_platform_agent.py,176,unknown,dataset_labeled,1565fd34a3566b8f4ceeca4e1f3ad3fed17abe8b3a547eef841ea15ef841f11f
agent_attributed_0093,agent_attributed,python,AgentOps-AI/agentops,https://api.github.com/repos/AgentOps-AI/agentops,1122,tests/unit/client/api/versions/test_v4.py,205,unknown,dataset_labeled,5cf0abfd0e8bbce6a5b28295a621260113df3cbe16f7302ea3ca71fdef41b4a3
agent_attributed_0094,agent_attributed,python,getsentry/sentry,https://api.github.com/repos/getsentry/sentry,95780,src/sentry/remote_subscriptions/consumers/queue_consumer.py,191,unknown,dataset_labeled,249c14f8fbf4bb3366e4ff95d6a765e97b7eea1214b9b61f1b247839791018e0
agent_attributed_0095,agent_attributed,python,cartography-cncf/cartography,https://api.github.com/repos/cartography-cncf/cartography,1622,cartography/intel/aws/ecr.py,104,unknown,dataset_labeled,6adfa281cf1e4cb2150ea05249626b26012c64156e0aa4d73261cbbf469386ea
agent_attributed_0096,agent_attributed,python,OEvortex/Webscout,https://api.github.com/repos/OEvortex/Webscout,79,webscout/Provider/TTS/openai_utils.py,122,unknown,dataset_labeled,94004f21e35b9a042962297fd43c21d51f4ddd372b23717bf52551fd9b5e2950
agent_attributed_0097,agent_attributed,python,bentoml/BentoML,https://api.github.com/repos/bentoml/BentoML,5176,src/_bentoml_sdk/service/openapi.py,588,unknown,dataset_labeled,2d1115cfa561506b085eb3cfc19ba0c27165e5268e95069716f647bb0f39be1a
agent_attributed_0098,agent_attributed,python,bentoml/BentoML,https://api.github.com/repos/bentoml/BentoML,5176,src/_bentoml_sdk/service/openapi.py,176,unknown,dataset_labeled,1cc4ea1d3ac456ea7d02f5aff4e69b32dc66cb4db59baede1c510b3b6ae29e27
agent_attributed_0099,agent_attributed,python,bentoml/BentoML,https://api.github.com/repos/bentoml/BentoML,5176,src/_bentoml_sdk/service/openapi.py,242,unknown,dataset_labeled,79a8beb23054c137398d0ca322c422acc6cf5fdf539e9126626656d73945e668
agent_attributed_0100,agent_attributed,python,BerriAI/litellm,https://api.github.com/repos/BerriAI/litellm,12551,tests/pass_through_tests/test_anthropic_passthrough.py,183,unknown,dataset_labeled,c4819b9c5b36ced30b1cb4d9e73621a30f9e381f4a1a1c6e52912afb0bca027b
agent_attributed_0101,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13355,gulpfile.js,121,unknown,dataset_labeled,37d204cb896d10f0fdfd39416bd0cc86338f924e74088c8eac9b3f019ef5df6d
agent_attributed_0102,agent_attributed,javascript,navidrome/navidrome,https://api.github.com/repos/navidrome/navidrome,4101,ui/src/personal/LogViewerLine.jsx,131,unknown,dataset_labeled,4d7e19910e19abccad29ec95701ac176a06e5810082b19a7ca495c1d0ae2840e
agent_attributed_0103,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13320,modules/intentIqAnalyticsAdapter.js,153,unknown,dataset_labeled,21107c344f1deb2046fd48e4fa08a13779d6170b606bc87f928d93485dcaa6ed
agent_attributed_0104,agent_attributed,javascript,prebid/Prebid.js,https://api.github.com/repos/prebid/Prebid.js,13307,test/spec/modules/stvBidAdapter_spec.js,133,unknown,dataset_labeled,614e03b45dbdee9c9d7d1e22014b3b0b9427b60531a6504aa6e1c99ad6a02af0
